id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
12580,0,Facebook posts,Says Nancy Pelosi was photographed with the Manson Family.,10/13/2020,social_media,Hayat Norimine,10/18/2020,https://www.politifact.com/factchecks/2020/oct/18/facebook-posts/no-nancy-pelosi-was-not-photographed-charles-manso/
12581,2,Donald Trump,"Wisconsin is ""run by Democrats right now,"" so they should address election social distancing concerns.",4/7/2020,news,Eric Litke,4/9/2020,https://www.politifact.com/factchecks/2020/apr/09/donald-trump/trump-deflects-wis-social-distancing-questions-say/
12582,4,Barack Obama,"Since the United States began negotiations with Iran, ""that's probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.""",12/21/2014,television,Jon Greenberg,12/21/2014,https://www.politifact.com/factchecks/2014/dec/21/barack-obama/obama-iran-has-not-advanced-nuclear-ambitions-us-n/
12583,0,Viral image,Says Hillary Clinton dressed up in blackface.,2/2/2019,social_media,Ciara O'Rourke,2/4/2019,https://www.politifact.com/factchecks/2019/feb/04/viral-image/no-hillary-clinton-wasnt-pictured-blackface/
12584,1,Viral image,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,10/20/2020,social_media,Ciara O'Rourke,10/20/2020,https://www.politifact.com/factchecks/2020/oct/20/viral-image/altered-photo-shows-ice-cube-50-cent-trump-hats/
12585,5,Jeff Merkley,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,11/4/2013,news,Ian K. Kullgren,11/13/2013,https://www.politifact.com/factchecks/2013/nov/13/jeff-merkley/has-new-health-care-law-helped-oregon-reduce-numbe/
12586,4,John Kerry,"""We now actually import more oil than we did before 9/11.""",6/6/2010,news,Louis Jacobson,6/7/2010,https://www.politifact.com/factchecks/2010/jun/07/john-kerry/kerry-says-us-imports-more-oil-now-911/
12587,3,Viral image,"""1977: Biden said integrating black students would turn schools into ‘a jungle… a racial jungle.’""",6/23/2020,social_media,Ciara O'Rourke,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/viral-image/biden-said-without-orderly-integration-his-childre/
12588,1,Chain email,"On the new dollar coins, ""'In God We Trust' is gone!""",2/5/2010,other,Lukas Pleva,2/11/2010,https://www.politifact.com/factchecks/2010/feb/11/chain-email/e-mail-claims-god-we-trust-removed-dollar-coins/
12589,0,Facebook posts,"Says Joe Biden planned a winter storm as ""warfare, an attack on Texas by altering the jet stream.""",2/15/2021,blog,Daniel Funke,2/16/2021,https://www.politifact.com/factchecks/2021/feb/16/facebook-posts/biden-did-not-plan-winter-storm-attack-texas/
12590,0,Facebook posts,"""Hillary replaces Kamala Harris.""",12/10/2021,social_media,Ciara O'Rourke,12/10/2021,https://www.politifact.com/factchecks/2021/dec/10/facebook-posts/no-hillary-clinton-didnt-replace-kamala-harris/
12591,4,Democratic National Committee,"""College tuition rates in Texas jumped by 55% since 2003.""",1/15/2015,email,W. Gardner Selby,1/28/2015,https://www.politifact.com/factchecks/2015/jan/28/democratic-national-committee/national-democrats-criticizing-rick-perry-says-tex/
12592,1,Rick Santorum,"After President Barack Obama’s health care law takes full effect, ""100 percent"" of Americans will ""depend on some form of federal payment, some form of government benefit to help provide for them.""",3/6/2012,campaign,Louis Jacobson,3/8/2012,https://www.politifact.com/factchecks/2012/mar/08/rick-santorum/rick-santorum-says-after-obamacare-all-americans-w/
12593,1,Rudy Giuliani,"""The 'New York Times' writes this long story"" about Donald Trump’s tax returns but ""didn't point out there was no wrongdoing"" until paragraph 18.",10/2/2016,news,Aaron Sharockman,10/2/2016,https://www.politifact.com/factchecks/2016/oct/02/rudy-giuliani/rudy-giuliani-criticizes-new-york-times-over-trump/
12594,2,Barack Obama,"Republicans ""don't think it's a good idea"" to make the child care tax credit ""stronger.""",8/18/2010,other,Lukas Pleva,8/27/2010,https://www.politifact.com/factchecks/2010/aug/27/barack-obama/obama-says-republicans-oppose-strengthening-child-/
12595,4,Rick Scott,"""This budget also reflects the smallest state government workforce per 1,000 residents in Florida in this century.""",5/20/2013,news,Amy Sherman,5/22/2013,https://www.politifact.com/factchecks/2013/may/22/rick-scott/rick-scott-says-budget-sets-record-low-state-worke/
12596,4,Marco Rubio,"""In Florida, 70 percent of the people here illegally came on an airplane. They overstayed a visa.""",1/27/2017,news,Amy Sherman,2/2/2017,https://www.politifact.com/factchecks/2017/feb/02/marco-rubio/marco-rubio-says-majority-florida-undocumented-imm/
12597,5,Hillary Clinton,"""We've had Muslims in America since George Washington.""",10/9/2016,speech,Miriam Valverde,10/13/2016,https://www.politifact.com/factchecks/2016/oct/13/hillary-clinton/clinton-sys-muslims-have-been-america-george-washi/
12598,3,Ted Cruz,"""In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers – people with homicide convictions, who are here illegally.""",8/21/2015,news,W. Gardner Selby,8/28/2015,https://www.politifact.com/factchecks/2015/aug/28/ted-cruz/ted-cruz-obama-administration-released-104000-crim/
12599,1,Karen Handel,"Says Lucy McBath ""is supporting those who attack the police.""",8/24/2020,advertisement,Tom Kertscher,9/14/2020,https://www.politifact.com/factchecks/2020/sep/14/karen-handel/handels-own-ad-disproves-her-claim-mcbath-backs-th/
12600,3,Occupy Democrats,"""The Postal Service only gives tribal residents PO boxes. The Republican-controlled Supreme Court just said it’s totally okay for North Dakota to demand that ONLY residents with street addresses can vote. Native Americans were the last to get the right to vote, and now they are the first to lose it.""",10/15/2018,social_media,Tessa Weinberg,10/23/2018,https://www.politifact.com/factchecks/2018/oct/23/occupy-democrats/native-americans-werent-last-get-right-vote-occupy/
12601,4,Bill Clinton,"""It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt.""",6/2/2012,social_media,Bill Wichert,6/8/2012,https://www.politifact.com/factchecks/2012/jun/08/bill-clinton/bill-clinton-touts-fiscal-record-president-during-/
12602,1,Maggie Hassan,Six thousand people have sought addiction treatment through expanded Medicaid.,6/16/2015,speech,Clay Wirestone,7/2/2015,https://www.politifact.com/factchecks/2015/jul/02/maggie-hassan/hassan-says-6000-people-expanded-medicaid-have-sou/
12603,4,Florida Democratic Party,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,10/10/2010,advertisement,Aaron Sharockman,10/12/2010,https://www.politifact.com/factchecks/2010/oct/12/florida-democratic-party/rick-scott-dodges-answers-invoking-fifth-amendment/
12604,1,Scott Walker,"""We gave every public employee in the state the freedom to choose whether or not they want to be in a union.""",3/19/2012,news,James B. Nelson,4/9/2012,https://www.politifact.com/factchecks/2012/apr/09/scott-walker/gov-scott-walker-says-wisconsin-gave-every-public-/
12605,3,Hillary Clinton,"""I did very well with young people in Ohio, Massachusetts, California.""",3/25/2008,news,Stephanie Garry,4/8/2008,https://www.politifact.com/factchecks/2008/apr/08/hillary-clinton/very-well-in-mass-and-calif/
12606,3,Republican National Committee,"Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have ""new solutions"" to the energy crisis.",7/6/2008,advertisement,Bill Adair,7/7/2008,https://www.politifact.com/factchecks/2008/jul/07/republican-national-committee-republican/rnc-ad-right-on-drilling-and-taxes-wrong-on-other-/
12607,1,Facebook posts,A photo shows sex traffickers using an abandoned child car seat to lure in victims.,10/9/2021,social_media,Bill McCarthy,10/18/2021,https://www.politifact.com/factchecks/2021/oct/18/facebook-posts/no-evidence-internet-rumor-sex-traffickers-are-usi/
12608,0,Herman Cain,"""I did not say that I would not have them [Muslims] in my Cabinet.""",5/24/2011,radio,Willoughby Mariano,6/8/2011,https://www.politifact.com/factchecks/2011/jun/08/herman-cain/cain-denies-claims-he-said-he-would-not-appoint-mu/
12609,1,Rick Perry,"Says that under his tax plan, ""no matter where you are in the stratosphere, you're going to be getting a tax cut.""",10/25/2011,news,W. Gardner Selby,11/7/2011,https://www.politifact.com/factchecks/2011/nov/07/rick-perry/rick-perry-says-under-his-tax-plan-everyone-will-b/
12610,0,Rick Perry,"Says of flood of non-Mexicans being apprehended at the border: ""These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.""",6/17/2014,news,W. Gardner Selby,6/22/2014,https://www.politifact.com/factchecks/2014/jun/22/rick-perry/rick-perry-airs-ridiculous-unsupported-claim-about/
12611,1,Facebook posts,Says Joe Biden took a knee during the national anthem.,10/10/2020,social_media,Hayat Norimine,10/13/2020,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-joe-biden-didnt-take-knee-during-national-anthe/
12612,0,Bloggers,"Says ""Meryl Streep just got fired from a major project for lying about Trump.""",1/9/2017,news,Joshua Gillin,1/31/2017,https://www.politifact.com/factchecks/2017/jan/31/blog-posting/no-meryl-streeps-anti-trump-rant-didnt-cost-her-ha/
12613,1,Bloggers,Three naked women in photo are campaigning for the Democrats.,11/3/2018,social_media,Ciara O'Rourke,11/6/2018,https://www.politifact.com/factchecks/2018/nov/06/blog-posting/no-these-nude-women-are-not-democrats-campaigning/
12614,3,Ted Cruz,"Says he ""has repeatedly praised Chuck Hagel’s character, patriotism, bravery, and personal service defending our nation.""",2/14/2013,news,W. Gardner Selby,2/15/2013,https://www.politifact.com/factchecks/2013/feb/15/ted-cruz/ted-cruz-said-he-has-repeatedly-praised-chuck-hage/
12615,1,Terry McAuliffe,"Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.",12/5/2012,news,Nancy Madsen,1/24/2013,https://www.politifact.com/factchecks/2013/jan/24/terry-mcauliffe/terry-mcauliffe-says-virginia-officials-decided-no/
12616,2,Scott Walker,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",11/26/2012,news,Dave Umhoefer,12/2/2012,https://www.politifact.com/factchecks/2012/dec/02/scott-walker/walker-says-he-unveiled-legislative-agenda-wiscons/
12617,0,Chain email,"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.",6/28/2010,email,Alex Holt,7/30/2010,https://www.politifact.com/factchecks/2010/jul/30/chain-email/e-mail-says-obama-had-have-been-traveling-another-/
12618,1,Hillary Clinton,"Hedge fund managers ""pay less in taxes than nurses and truck drivers.""",5/18/2015,other,Louis Jacobson,5/20/2015,https://www.politifact.com/factchecks/2015/may/20/hillary-clinton/hillary-clinton-says-hedge-fund-managers-pay-less-/
12619,1,Facebook posts,"Live Nation scheduled the 50,000-person Astroworld music festival at a venue that has a capacity of 20,000.",11/8/2021,blog,Monique Curet,11/10/2021,https://www.politifact.com/factchecks/2021/nov/10/facebook-posts/astroworld-music-festival-venue-has-capacity-20000/
12620,1,Facebook posts,"Says video of body bags being dumped in a ditch shows the ""situation in Italy"" due to the coronavirus.",3/27/2020,social_media,Bill McCarthy,4/13/2020,https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/
12621,2,Bloggers,"""Swing State Hit With 2020 Voting Lawsuit - Accused Of Registering Over 1,500 Deceased People In Pennsylvania.""",2/28/2020,news,Jessica Calefati,3/27/2020,https://www.politifact.com/factchecks/2020/mar/27/blog-posting/no-new-lawsuit-doesnt-say-pennsylvania-registered-/
12622,1,John Kasich,"There was ""some sort of informal commitment to build a (psychiatric) building in downtown Cleveland.""",3/8/2011,speech,Tom Feran,4/12/2011,https://www.politifact.com/factchecks/2011/apr/12/john-kasich/gov-john-kasich-says-there-was-informal-agreement-/
12623,3,Nancy Pelosi,"The GOP tax plan ""Sabotages the health care of 13 MILLION Americans.""",11/27/2017,social_media,Chris Nichols,11/29/2017,https://www.politifact.com/factchecks/2017/nov/29/nancy-pelosi/pelosis-problematic-claim-gop-tax-plan-sabotages-h/
12624,0,Democratic Congressional Campaign Committee,"Says U.S. Rep. Steve Southerland ""voted himself health care for life.""",9/30/2014,campaign,Joshua Gillin,10/8/2014,https://www.politifact.com/factchecks/2014/oct/08/democratic-congressional-campaign-committee/democrats-accuse-southerland-seeking-health-care-l/
12625,0,Facebook posts,"""If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.""",7/28/2020,social_media,Ciara O'Rourke,7/30/2020,https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/no-labor-department-isnt-giving-essential-workers-/
12626,0,Bloggers,"Says ""Hillary Clinton filed for divorce In New York courts.""",2/8/2017,news,Joshua Gillin,2/20/2017,https://www.politifact.com/factchecks/2017/feb/20/blog-posting/internet-resurrects-false-claim-bill-and-hillary-c/
12627,1,Facebook posts,"Eating grapefruit, ""if you're on antidepressants,"" can ""cause a fatal overdose.""",12/12/2021,social_media,Tom Kertscher,12/21/2021,https://www.politifact.com/factchecks/2021/dec/21/facebook-posts/grapefruit-comes-some-risks-no-evidence-its-fatal-/
12628,0,Facebook posts,"Say a video shows ""staffers stuffing ballots in flint mi""",11/4/2020,social_media,Louis Jacobson,11/5/2020,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/video-ballot-stuffing-filmed-russia-not-flint-mich/
12629,2,National Republican Senatorial Committee,"""Elizabeth Warren doesn't think Obamacare goes far enough: ‘The next step is single payer.' Does Sen. Nelson agree? He has in the past ... Sen. Nelson votes with Warren 90 percent of the time.""",7/5/2017,advertisement,Amy Sherman,7/19/2017,https://www.politifact.com/factchecks/2017/jul/19/national-republican-senatorial-committee/republicans-mislead-ad-linking-bill-nelson-elizabe/
12630,3,Pete Buttigieg,"""Since 1973, the income of the bottom 90 percent, so pretty much all of us, didn’t budge, or even retreated a little bit.""",4/1/2019,news,Louis Jacobson,4/5/2019,https://www.politifact.com/factchecks/2019/apr/05/pete-buttigieg/has-income-stalled-bottom-90-1970s-pete-buttigieg-/
12631,4,Randy Forbes,"""The IRS doesn't have to prove something against you ... you've got the burden of proof.""",5/17/2013,news,Louis Jacobson,5/22/2013,https://www.politifact.com/factchecks/2013/may/22/randy-forbes/randy-forbes-says-taxpayer-has-burden-proof-when-f/
12632,3,Kasim Reed,"""We have cut crime across every single zone in the city of Atlanta by between 10 percent and 16 percent, depending on the zone.""",1/19/2012,speech,Willoughby Mariano,1/27/2012,https://www.politifact.com/factchecks/2012/jan/27/kasim-reed/atlanta-crime-down-details-inaccurate/
12633,4,Barack Obama,"Says ""overwhelming majorities of Americans"" support gun legislation ""like background checks.""",2/12/2013,speech,Becky Bowers,2/13/2013,https://www.politifact.com/factchecks/2013/feb/13/barack-obama/president-barack-obama-says-overwhelming-majority-/
12634,4,Debbie Wasserman Schultz,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Domino's or Pizza Hut.,7/22/2014,news,Steve Contorno,7/24/2014,https://www.politifact.com/factchecks/2014/jul/24/debbie-wasserman-schultz/dnc-chair-says-fourth-circuit-court-used-pizza-ana/
12635,2,Republican Party of Texas,"Jim Dunnam ""has not lived in the district he represents for years now.""",8/30/2010,news,W. Gardner Selby,9/6/2010,https://www.politifact.com/factchecks/2010/sep/06/republican-party-texas/republican-party-texas-says-democratic-house-leade/
12636,1,Facebook posts,Says a photo shows Greta Thunberg posing next to George Soros and with ISIS.,9/23/2019,social_media,Daniel Funke,9/27/2019,https://www.politifact.com/factchecks/2019/sep/27/facebook-posts/greta-thunberg-did-not-pose-isis-or-george-soros/
12637,0,Viral image,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she ""is much, much better looking than the women we have had.""",10/13/2020,social_media,Ciara O'Rourke,10/13/2020,https://www.politifact.com/factchecks/2020/oct/13/viral-image/no-trump-didnt-say-he-nominated-amy-coney-barrett-/
12638,5,Barack Obama,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",4/29/2009,news,Robert Farley,4/30/2009,https://www.politifact.com/factchecks/2009/apr/30/barack-obama/obama-correct-civilian-deaths-and-bombings-are-dow/
12639,2,Donald Trump,"""We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive).""",3/15/2018,social_media,Louis Jacobson,3/15/2018,https://www.politifact.com/factchecks/2018/mar/15/donald-trump/donald-trumps-misleading-tweet-trade-canada-rest-w/
12640,1,Rand Paul,"Of the roughly 15 percent of Americans who don’t have health insurance, ""half of them made more than $50,000 a year.""",8/12/2013,news,Louis Jacobson,8/15/2013,https://www.politifact.com/factchecks/2013/aug/15/rand-paul/rand-paul-says-half-uninsured-americans-make-least/
12641,1,Tweets,"""Joe Biden completely botches the Pledge of Allegiance.""",9/21/2020,social_media,Ciara O'Rourke,9/22/2020,https://www.politifact.com/factchecks/2020/sep/22/tweets/no-biden-didnt-botch-pledge/
12642,5,Chris Christie,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,9/5/2012,other,Bill Wichert,9/5/2012,https://www.politifact.com/factchecks/2012/sep/05/chris-christie/chris-christie-says-his-first-bruce-springsteen-co/
12643,1,Bloggers,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.""",4/27/2020,news,Daniel Funke,5/6/2020,https://www.politifact.com/factchecks/2020/may/06/blog-posting/dont-fall-conspiracy-about-dr-anthony-fauci-hydrox/
12644,3,Tim Pawlenty,"""For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.""",5/23/2011,speech,Louis Jacobson,5/24/2011,https://www.politifact.com/factchecks/2011/may/25/tim-pawlenty/tim-pawlenty-says-minnesota-governor-he-kept-state/
12645,1,Donald Trump,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack ""was coming. So they did have advanced notice.""",10/20/2015,news,Jon Greenberg,10/21/2015,https://www.politifact.com/factchecks/2015/oct/21/donald-trump/trump-says-cia-warned-president-bush-9-11-attacks/
12646,5,Barack Obama,"""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan.",10/15/2008,other,Angie Drobnic Holan,10/16/2008,https://www.politifact.com/factchecks/2008/oct/16/barack-obama/most-small-businesses-wont-be-subject-to-obamas-ta/
12647,1,Republican Party of Florida,"Says Charlie Crist supports ""cuts to the Medicare Advantage program.""",4/1/2014,social_media,Amy Sherman,4/9/2014,https://www.politifact.com/factchecks/2014/apr/09/republican-party-florida/charlie-crist-supports-medicare-advantage-cuts-rep/
12648,3,Tom Barrett,"Using a surcharge on the cigarette tax to help pay for a new downtown sports arena ""is not feasible under state law.""",3/3/2014,news,James B. Nelson,3/13/2014,https://www.politifact.com/factchecks/2014/mar/13/tom-barrett/mayor-tom-barrett-says-using-cigarette-tax-new-are/
12649,5,Tim Kaine,"""In Congress right now, we're doing the best job we have ever done in women in the federal legislature,"" but it’s still only ""19 percent.""",8/16/2016,campaign,Louis Jacobson,8/22/2016,https://www.politifact.com/factchecks/2016/aug/22/tim-kaine/tim-kaine-correct-about-how-poorly-us-fares-percen/
12650,0,Harry Reid,Says Mitt Romney did not pay taxes for 10 years.,7/31/2012,news,Louis Jacobson,8/6/2012,https://www.politifact.com/factchecks/2012/aug/06/harry-reid/harry-reid-says-anonymous-source-told-him-mitt-rom/
12651,3,Nathan Deal,"""Roy Barnes proclaimed Mexican workers good for Georgia.""",10/12/2010,advertisement,Eric Stirgus,10/18/2010,https://www.politifact.com/factchecks/2010/oct/18/nathan-deal/barnes-mexico-trip-sparks-new-round-attacks/
12652,4,Patrick Murphy,"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.""",12/8/2015,social_media,Joshua Gillin,12/29/2015,https://www.politifact.com/factchecks/2015/dec/29/patrick-murphy/terrorist-watch-list-no-obstacle-buying-guns-rep-m/
12653,1,Facebook posts,"Quotes Joe Biden as saying ""We need to teach our children the ISLAMIC FAITH in our schools!""",7/21/2020,blog,Emily Venezky,7/23/2020,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/joe-biden-wished-students-studied-theology-includi/
12654,4,Wendy Davis,"Says Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.""",4/9/2013,meeting,W. Gardner Selby,4/18/2013,https://www.politifact.com/factchecks/2013/apr/18/wendy-davis/wendy-davis-says-texas-ranks-49th-what-it-doing-pu/
12655,1,Facebook posts,Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,3/18/2019,social_media,Samantha Putterman,3/21/2019,https://www.politifact.com/factchecks/2019/mar/21/facebook-posts/no-yosemite-sam-was-not-banned-television-being-to/
12656,4,Chris Christie,"There has been ""$5 trillion in debt added over the last four years.""",8/28/2012,speech,Louis Jacobson,8/28/2012,https://www.politifact.com/factchecks/2012/aug/29/chris-christie/chris-christie-says-there-has-been-5-trillion-debt/
12657,5,Jeb Bush,"""Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.""",3/5/2013,other,Amy Sherman,3/22/2013,https://www.politifact.com/factchecks/2013/mar/22/jeb-bush/jeb-bush-says-immigration-determined-family-ties-n/
12658,1,Tweets,Elon Musk suspended Bill Gates from Twitter.,4/25/2022,social_media,Bill McCarthy,4/27/2022,https://www.politifact.com/factchecks/2022/apr/27/tweets/no-bill-gates-wasnt-suspended-twitter-following-el/
12659,1,Alexandria Ocasio-Cortez,"""$21T in Pentagon accounting errors. Medicare for All costs ~$32T. That means 66% of Medicare for All could have been funded already by the Pentagon.""",12/2/2018,social_media,Louis Jacobson,12/3/2018,https://www.politifact.com/factchecks/2018/dec/03/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-scale-pentagon-acco/
12660,4,Republican Party of Florida,"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",2/26/2010,news,Aaron Sharockman,3/2/2010,https://www.politifact.com/factchecks/2010/mar/02/republican-party-florida/gop-says-alan-grayson-likens-dick-cheney-vampire-a/
12661,1,Barack Obama,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",8/5/2008,speech,Alexander Lane,8/8/2008,https://www.politifact.com/factchecks/2008/aug/08/barack-obama/obama-inflates-this-tire-claim/
12662,2,Bloggers,"""Florida Sheriff: Blacks should learn to act like white people in order to stay alive.""",4/26/2015,social_media,Amy Sherman,4/2/2017,https://www.politifact.com/factchecks/2017/apr/02/blog-posting/did-florida-sheriff-say-blacks-should-learn-act-wh/
12663,2,Mike Huckabee,"""The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.""",7/5/2012,social_media,Jon Greenberg,7/30/2012,https://www.politifact.com/factchecks/2012/jul/30/mike-huckabee/calligraphers-make-more-national-security-director/
12664,1,Facebook posts,"Says 194 people were killed in mass shootings in 2018 while undocumented immigrants killed 83,211 people.",8/15/2019,social_media,Samantha Putterman,8/26/2019,https://www.politifact.com/factchecks/2019/aug/26/facebook-posts/post-comparing-mass-shooting-deaths-homicides-undo/
12665,3,Phil Gingrey,"""[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.""",9/15/2011,news,Willoughby Mariano,11/15/2011,https://www.politifact.com/factchecks/2011/nov/15/phil-gingrey/gingrey-says-8-million-extra-people-join-medicaid/
12666,3,Bill O'Reilly,"Muslim nations did not ""call out"" the people who celebrated the 9/11 attacks.",10/6/2014,news,Jon Greenberg,10/8/2014,https://www.politifact.com/factchecks/2014/oct/08/bill-oreilly/oreilly-no-muslim-government-called-out-those-who-/
12667,1,Facebook posts,"""The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.""",2/27/2022,social_media,Samantha Putterman,3/7/2022,https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/no-former-ukrainian-beauty-queen-has-not-joined-uk/
12668,3,Leticia Van de Putte,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",9/29/2014,speech,W. Gardner Selby,10/2/2014,https://www.politifact.com/factchecks/2014/oct/02/leticia-van-de-putte/leticia-van-de-putte-says-dan-patrick-said-equal-p/
12669,1,Facebook posts,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",2/25/2022,blog,Monique Curet,3/1/2022,https://www.politifact.com/factchecks/2022/mar/02/facebook-posts/new-russian-nuke-weapon-dubbed-satan-2-cannot-dest/
12670,4,Rahm Emanuel,"""We've added, in the last eight years, $4 trillion of debt to the nation's obligations.""",1/18/2009,news,Angie Drobnic Holan,1/22/2009,https://www.politifact.com/factchecks/2009/jan/22/rahm-emanuel/5-trillion-added-national-debt-under-bush/
12671,0,Facebook posts,Says 700 CIA agents were arrested.,2/1/2022,social_media,Ciara O'Rourke,2/2/2022,https://www.politifact.com/factchecks/2022/feb/02/facebook-posts/no-700-cia-agents-werent-arrested/
12672,3,Carly Fiorina,"The Consumer Financial Protection Bureau has ""no congressional oversight.""",11/10/2015,speech,Louis Jacobson,11/14/2015,https://www.politifact.com/factchecks/2015/nov/15/carly-fiorina/carly-fiorina-says-consumer-financial-protection-b/
12673,4,Barack Obama,"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.""",7/15/2011,news,Angie Drobnic Holan,7/15/2011,https://www.politifact.com/factchecks/2011/jul/15/barack-obama/barack-obama-said-80-percent-americans-favor-both-/
12674,1,Facebook posts,"A patch on law enforcement officers in Portland is for ""ZTI solutions, a PRIVATE contractor.""",7/25/2020,social_media,Daniel Funke,7/30/2020,https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/no-these-officers-portland-are-not-private-contrac/
12675,2,Facebook posts,"Says North Carolina banned and criminalized ""Islamic Sharia Law""",4/23/2019,social_media,Samantha Putterman,5/23/2019,https://www.politifact.com/factchecks/2019/may/23/facebook-posts/no-north-carolina-did-not-ban-sharia-law-or-make-p/
12676,1,Facebook posts,"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.",4/17/2020,social_media,Tom Kertscher,4/24/2020,https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/trump-pence-swastika-protest/
12677,1,Facebook posts,"Image shows Ukrainian President Volodymyr Zelensky ""has joined the front lines with his troops.""",2/27/2022,social_media,Monique Curet,3/4/2022,https://www.politifact.com/factchecks/2022/mar/04/facebook-posts/ukrainian-president-not-frontline-military/
12678,3,Bernie Sanders,"""In 2016, counties hosting a Trump rally saw a 226% spike in hate crimes.""",8/5/2019,social_media,Louis Jacobson,8/12/2019,https://www.politifact.com/factchecks/2019/aug/12/bernie-sanders/did-counties-hosting-trump-rally-2016-see-226-spik/
12679,0,Rudy Giuliani,"Says there were ""600,000 plus unlawful votes in Philly and Pitt.""",11/11/2020,social_media,Jon Greenberg,11/13/2020,https://www.politifact.com/factchecks/2020/nov/13/rudy-giuliani/giulianis-false-claim-more-600000-unlawful-votes-p/
12680,4,Barack Obama,"""Taxes are lower on families than they've been probably in the last 50 years.""",9/23/2012,news,Louis Jacobson,9/28/2012,https://www.politifact.com/factchecks/2012/sep/28/barack-obama/barack-obama-says-taxes-families-are-their-lowest-/
12681,1,Instagram posts,VAERS reports show that babies whose mothers got the COVID-19 vaccine died after breastfeeding.,9/22/2021,social_media,Gabrielle Settles,9/30/2021,https://www.politifact.com/factchecks/2021/sep/30/instagram-posts/no-evidence-infant-died-due-breast-milk-vaccinated/
12682,2,Facebook posts,"Says Fred Trump was arrested for ""participating in KKK riot"" in 1927.",2/25/2019,social_media,Sarah Stanley,3/28/2019,https://www.politifact.com/factchecks/2019/mar/28/facebook-posts/heres-whats-known-about-fred-trumps-arrest-after-k/
12683,5,Chris Abele,"90 percent of Americans ""support universal background checks"" for gun purchases.",10/2/2017,social_media,Tom Kertscher,10/3/2017,https://www.politifact.com/factchecks/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/
12684,3,Ed Schultz,"""When union membership goes down, so do (middle class) wages.""",2/12/2014,television,Jon Greenberg,2/18/2014,https://www.politifact.com/factchecks/2014/feb/18/ed-schultz/schultz-go-unions-so-go-wages/
